,maker,model,specific_model,year,mpg,type,transmission,warranty,engine,seats,cylinders,drivetype,fuel,displacement,power,torque,price,bluetooth,heatseat,navigation,label
830,Land Rover,LR4,2016 LR4 SUV,2016, 15/19 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V6, Four Wheel Drive, Premium unleaded (required), 3.0 L, 340 hp @ 6500 rpm, 332 ft-lbs. @ 3500 rpm,"$50,400 ",        Yes,        Yes,        No,2
831,Land Rover,LR2,2014 LR2 SUV,2014, 17/24 mpg,SUV, 6-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,Inline 4, All Wheel Drive, Premium unleaded (recommended), 2.0 L, 240 hp @ 5500 rpm, 250 ft-lbs. @ 1750 rpm,"$36,600 ",        Yes,        Yes,        No,0
832,Land Rover,Range Rover,2016 Range Rover SUV,2016, 17/23 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V6, Four Wheel Drive, Premium unleaded (recommended), 3.0 L, 340 hp @ 6500 rpm, 332 ft-lbs. @ 3500 rpm,"$84,950 ",        Yes,        Yes,        Yes,2
833,Land Rover,Range Rover,2014 Range Rover SUV,2014, 17/23 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V6, Four Wheel Drive, Premium unleaded (required), 3.0 L, 340 hp @ 6500 rpm, 332 ft-lbs. @ 3500 rpm,"$83,300 ",        Yes,        Yes,        Yes,2
834,Land Rover,LR4,2015 LR4 SUV,2015, 14/19 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V6, Four Wheel Drive, Premium unleaded (required), 3.0 L, 340 hp @ 6500 rpm, 332 ft-lbs. @ 3500 rpm,"$50,400 ",        Yes,        Yes,        No,2
835,Land Rover,LR4,2014 LR4 SUV,2014, 14/19 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V6, Four Wheel Drive, Premium unleaded (required), 3.0 L, 340 hp @ 6500 rpm, 332 ft-lbs. @ 3500 rpm,"$49,700 ",        Yes,        Yes,        No,2
836,Land Rover,Range Rover Sport,2015 Range Rover Sport SUV,2015, 17/23 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Flex-fuel (ffv),5,V6, Four Wheel Drive, Flex-fuel (FFV), 3.0 L, 340 hp @ 6500 rpm, 332 ft-lbs. @ 3500 rpm,"$63,350 ",        Yes,        Yes,        Yes,2
837,Land Rover,Range Rover,2016 Range Rover Diesel,2016, 22/29 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Diesel,5,V6, Four Wheel Drive, Diesel, 3.0 L, 254 hp @ 3500 rpm, 443 ft-lbs. @ 1750 rpm,"$86,450 ",        Yes,        Yes,        Yes,2
838,Land Rover,Range Rover,2015 Range Rover SUV,2015, 17/23 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Flex-fuel (ffv),5,V6, Four Wheel Drive, Flex-fuel (FFV), 3.0 L, 340 hp @ 6500 rpm, 332 ft-lbs. @ 3500 rpm,"$83,495 ",        Yes,        Yes,        Yes,2
839,Land Rover,Range Rover Sport,2014 Range Rover Sport SUV,2014, 17/23 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V6, Four Wheel Drive, Premium unleaded (required), 3.0 L, 340 hp @ 6500 rpm, 332 ft-lbs. @ 3500 rpm,"$62,600 ",        Yes,        Yes,        Yes,2
840,Land Rover,Range Rover,2016 Range Rover SV Autobiography LWB,2016, 14/19 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V8, Four Wheel Drive, Premium unleaded (recommended), 5.0 L, 550 hp @ 6000 rpm, 502 ft-lbs. @ 3500 rpm,"$199,495 ",        Yes,        Yes,        Yes,-1
841,Lexus,RX 450h,2016 RX 450h SUV,2016, 31/30 mpg,SUV, Continuously Variable-speed Automatic, 4 Yr./ 50000 Mi., Hybrid,5,V6, Front Wheel Drive, Premium unleaded (recommended), 3.5 L, 308 hp @ 6000 rpm, 247 ft-lbs. @ 4600 rpm,"$52,235 ",        Yes,        Yes,        No,2
842,Lexus,RX 450h,2015 RX 450h SUV,2015, 32/28 mpg,SUV, Continuously Variable-speed Automatic, 4 Yr./ 50000 Mi., Hybrid,5,V6, Front Wheel Drive, Premium unleaded (required), 3.5 L, 295 hp @ 6000 rpm,Not Available,"$47,620 ",        Yes,        Yes,        No,2
843,Lexus,RX 350,2015 RX 350 SUV,2015, 18/25 mpg,SUV, 6-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V6, Front Wheel Drive, Regular unleaded, 3.5 L, 270 hp @ 6200 rpm, 248 ft-lbs. @ 4700 rpm,"$40,970 ",        Yes,        Yes,        No,2
844,Lexus,RX 450h,2014 RX 450h SUV,2014, 32/28 mpg,SUV, Continuously Variable-speed Automatic, 4 Yr./ 50000 Mi., Hybrid,5,V6, Front Wheel Drive, Premium unleaded (required), 3.5 L, 295 hp @ 6000 rpm,Not Available,"$46,410 ",        Yes,        Yes,        No,2
845,Lexus,CT 200h,2015 CT 200h Hatchback,2015, 43/40 mpg,Hatchback, Continuously Variable-speed Automatic, 4 Yr./ 50000 Mi., Hybrid,5,Inline 4, Front Wheel Drive, Regular unleaded, 1.8 L, 134 hp @ 5200 rpm, 142 ft-lbs. @ 4000 rpm,"$32,200 ",        Yes,        Yes,        No,4
846,Lexus,RX 350,2016 RX 350 SUV,2016, 20/28 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V6, Front Wheel Drive, Regular unleaded, 3.5 L, 295 hp @ 6300 rpm, 267 ft-lbs. @ 4700 rpm,"$41,900 ",        Yes,        Yes,        No,2
847,Lexus,RX 350,2014 RX 350 SUV,2014, 18/25 mpg,SUV, 6-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V6, Front Wheel Drive, Regular unleaded, 3.5 L, 270 hp @ 6200 rpm, 248 ft-lbs. @ 4700 rpm,"$39,760 ",        Yes,        Yes,        No,2
848,Lexus,CT 200h,2014 CT 200h Hatchback,2014, 43/40 mpg,Hatchback, Continuously Variable-speed Automatic, 4 Yr./ 50000 Mi., Hybrid,5,Inline 4, Front Wheel Drive, Regular unleaded, 1.8 L, 134 hp @ 5200 rpm, 142 ft-lbs. @ 4000 rpm,"$32,050 ",        Yes,        Yes,        No,4
849,Lexus,CT 200h,2016 CT 200h Hatchback,2016, 43/40 mpg,Hatchback, Continuously Variable-speed Automatic, 4 Yr./ 50000 Mi., Hybrid,5,Inline 4, Front Wheel Drive, Regular unleaded, 1.8 L, 134 hp @ 5200 rpm, 142 ft-lbs. @ 4000 rpm,"$31,250 ",        Yes,        Yes,        No,4
850,Lexus,RC 300,2016 RC 300 Coupe,2016, 19/26 mpg,Coupe, 6-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,4,V6, All Wheel Drive, Premium unleaded (required), 3.5 L, 255 hp @ 6400 rpm, 236 ft-lbs. @ 2000 rpm,"$42,610 ",        Yes,        Yes,        No,15
851,Lexus,RC 200t,2016 RC 200t Coupe,2016, 22/32 mpg,Coupe, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,4,Inline 4, Rear Wheel Drive, Premium unleaded (required), 2.0 L, 241 hp @ 5800 rpm, 258 ft-lbs. @ 1650 rpm,"$39,995 ",        Yes,        Yes,        No,4
852,Lexus,RC 350,2016 RC 350 Coupe,2016, 19/28 mpg,Coupe, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,4,V6, Rear Wheel Drive, Premium unleaded (required), 3.5 L, 306 hp @ 6400 rpm, 277 ft-lbs. @ 4800 rpm,"$42,780 ",        Yes,        Yes,        No,15
853,Lexus,RC 350,2015 RC 350 Coupe,2015, 19/28 mpg,Coupe, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,4,V6, Rear Wheel Drive, Premium unleaded (required), 3.5 L, 306 hp @ 6400 rpm, 277 ft-lbs. @ 4800 rpm,"$42,790 ",        Yes,        Yes,        No,15
854,Lexus,NX 300h,2015 NX 300h SUV,2015, 35/31 mpg,SUV, Continuously Variable-speed Automatic, 4 Yr./ 50000 Mi., Hybrid,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.5 L, 194 hp @ 5700 rpm,Not Available,"$39,720 ",        Yes,        Yes,        No,0
855,Lexus,NX 200t,2015 NX 200t SUV,2015, 22/28 mpg,SUV, 6-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,Inline 4, Front Wheel Drive, Premium unleaded (required), 2.0 L, 235 hp @ 4800 rpm, 258 ft-lbs. @ 1650 rpm,"$34,480 ",        Yes,        Yes,        No,0
856,Lexus,LX 570,2015 LX 570 SUV,2015, 12/17 mpg,SUV, 6-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,8,V8, Four Wheel Drive, Premium unleaded (recommended), 5.7 L, 383 hp @ 5600 rpm, 403 ft-lbs. @ 3600 rpm,"$83,180 ",        Yes,        Yes,        Yes,34
857,Lexus,LX 570,2016 LX 570 SUV,2016, 13/18 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,8,V8, Four Wheel Drive, Premium unleaded (recommended), 5.7 L, 383 hp @ 5600 rpm, 403 ft-lbs. @ 3600 rpm,"$88,880 ",        Yes,        Yes,        Yes,34
858,Lexus,LX 570,2014 LX 570 SUV,2014, 12/17 mpg,SUV, 6-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,8,V8, Four Wheel Drive, Premium unleaded (recommended), 5.7 L, 383 hp @ 5600 rpm, 403 ft-lbs. @ 3600 rpm,"$82,630 ",        Yes,        Yes,        Yes,34
859,Lexus,LS 600h L,2014 LS 600h L Sedan,2014, 19/23 mpg,Sedan, Continuously Variable-speed Automatic, 4 Yr./ 50000 Mi., Hybrid,5,V8, All Wheel Drive, Premium unleaded (required), 5.0 L, 438 hp @ 6400 rpm, 385 ft-lbs. @ 4000 rpm,"$120,060 ",        Yes,        Yes,        Yes,33
860,Lexus,IS 350 C,2015 IS 350 C Convertible,2015, 19/27 mpg,Convertible, 6-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,4,V6, Rear Wheel Drive, Premium unleaded (required), 3.5 L, 306 hp @ 6400 rpm, 277 ft-lbs. @ 4800 rpm,"$47,640 ",        Yes,        Yes,        No,21
861,Lexus,LS 460,2016 LS 460 Sedan,2016, 16/24 mpg,Sedan, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V8, Rear Wheel Drive, Premium unleaded (required), 4.6 L, 386 hp @ 6400 rpm, 367 ft-lbs. @ 4100 rpm,"$72,520 ",        Yes,        Yes,        Yes,17
862,Lexus,RC F,2016 RC F Coupe,2016, 16/25 mpg,Coupe, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,4,V8, Rear Wheel Drive, Premium unleaded (required), 5.0 L, 467 hp @ 7100 rpm, 389 ft-lbs. @ 4800 rpm,"$62,805 ",        Yes,        No,        No,-1
863,Lexus,IS 250 C,2015 IS 250 C Convertible,2015, 21/30 mpg,Convertible, 6-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,4,V6, Rear Wheel Drive, Premium unleaded (required), 2.5 L, 204 hp @ 6400 rpm, 185 ft-lbs. @ 4800 rpm,"$43,360 ",        Yes,        Yes,        No,7
864,Lexus,GX 460,2014 GX 460 SUV,2014, 15/20 mpg,SUV, 6-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,7,V8, Four Wheel Drive, Premium unleaded (required), 4.6 L, 301 hp @ 5500 rpm, 329 ft-lbs. @ 3500 rpm,"$49,085 ",        Yes,        Yes,        No,17
865,Lexus,RC F,2015 RC F Coupe,2015, 16/25 mpg,Coupe, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,4,V8, Rear Wheel Drive, Premium unleaded (required), 5.0 L, 467 hp @ 7100 rpm, 389 ft-lbs. @ 4800 rpm,"$62,400 ",        Yes,        No,        No,-1
866,Lexus,IS 200t,2016 IS 200t Sedan,2016, 22/33 mpg,Sedan, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,Inline 4, Rear Wheel Drive, Premium unleaded (required), 2.0 L, 241 hp @ 5800 rpm, 258 ft-lbs. @ 1650 rpm,"$37,325 ",        Yes,        Yes,        No,0
867,Lexus,IS 250,2015 IS 250 Sedan,2015, 21/30 mpg,Sedan, 6-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V6, Rear Wheel Drive, Premium unleaded (required), 2.5 L, 204 hp @ 6400 rpm, 185 ft-lbs. @ 4800 rpm,"$36,550 ",        Yes,        Yes,        No,0
868,Lexus,GX 460,2016 GX 460 SUV,2016, 15/20 mpg,SUV, 6-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,7,V8, Four Wheel Drive, Premium unleaded (required), 4.6 L, 301 hp @ 5500 rpm, 329 ft-lbs. @ 3500 rpm,"$50,140 ",        Yes,        Yes,        No,17
869,Lexus,GX 460,2015 GX 460 SUV,2015, 15/20 mpg,SUV, 6-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,7,V8, Four Wheel Drive, Premium unleaded (required), 4.6 L, 301 hp @ 5500 rpm, 329 ft-lbs. @ 3500 rpm,"$49,485 ",        Yes,        Yes,        No,17
870,Lexus,IS 250,2014 IS 250 Sedan,2014, 21/30 mpg,Sedan, 6-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V6, Rear Wheel Drive, Premium unleaded (required), 2.5 L, 204 hp @ 6400 rpm, 185 ft-lbs. @ 4800 rpm,"$36,100 ",        Yes,        Yes,        No,0
871,Lexus,GS 450h,2015 GS 450h Sedan,2015, 29/34 mpg,Sedan, Continuously Variable-speed Automatic, 4 Yr./ 50000 Mi., Hybrid,5,V6, Rear Wheel Drive, Premium unleaded (required), 3.5 L, 338 hp @ 6000 rpm,Not Available,"$61,330 ",        Yes,        Yes,        No,2
872,Lexus,IS 250 C,2014 IS 250 C Convertible,2014, 21/30 mpg,Convertible, 6-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,4,V6, Rear Wheel Drive, Premium unleaded (required), 2.5 L, 204 hp @ 6400 rpm, 185 ft-lbs. @ 4800 rpm,"$42,860 ",        Yes,        Yes,        No,7
873,Lexus,IS 300,2016 IS 300 Sedan,2016, 19/26 mpg,Sedan, 6-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V6, All Wheel Drive, Premium unleaded (required), 3.5 L, 255 hp @ 6400 rpm, 236 ft-lbs. @ 2000 rpm,"$39,700 ",        Yes,        Yes,        No,2
874,Lexus,IS 350,2015 IS 350 Sedan,2015, 19/28 mpg,Sedan, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V6, Rear Wheel Drive, Premium unleaded (required), 3.5 L, 306 hp @ 6400 rpm, 277 ft-lbs. @ 4800 rpm,"$40,065 ",        Yes,        Yes,        No,2
875,Lexus,IS 350,2016 IS 350 Sedan,2016, 19/28 mpg,Sedan, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V6, Rear Wheel Drive, Premium unleaded (required), 3.5 L, 306 hp @ 6400 rpm, 277 ft-lbs. @ 4800 rpm,"$40,870 ",        Yes,        Yes,        No,2
876,Lexus,GS 450h,2016 GS 450h Sedan,2016, 29/34 mpg,Sedan, Continuously Variable-speed Automatic, 4 Yr./ 50000 Mi., Hybrid,5,V6, Rear Wheel Drive, Premium unleaded (required), 3.5 L, 338 hp @ 6000 rpm,Not Available,"$63,080 ",        Yes,        Yes,        Yes,2
877,Lexus,GS 450h,2014 GS 450h Sedan,2014, 29/34 mpg,Sedan, Continuously Variable-speed Automatic, 4 Yr./ 50000 Mi., Hybrid,5,V6, Rear Wheel Drive, Premium unleaded (required), 3.5 L, 338 hp @ 6000 rpm, 254 ft-lbs. @ 4600 rpm,"$60,430 ",        Yes,        Yes,        No,2
878,Lexus,GS F,2016 GS F Sedan,2016, 16/24 mpg,Sedan, 8-speed Shiftable Automatic,Not Available, Gas,5,V8, Rear Wheel Drive, Premium unleaded (required), 5.0 L, 467 hp @ 7100 rpm, 389 ft-lbs. @ 4800 rpm,"$84,440 ",        Yes,        No,        Yes,6
879,Lexus,IS 350,2014 IS 350 Sedan,2014, 19/28 mpg,Sedan, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V6, Rear Wheel Drive, Premium unleaded (required), 3.5 L, 306 hp @ 6400 rpm, 277 ft-lbs. @ 4800 rpm,"$39,615 ",        Yes,        Yes,        No,2
880,Lexus,IS F,2014 IS F Sedan,2014, 16/23 mpg,Sedan, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,4,V8, Rear Wheel Drive, Premium unleaded (required), 5.0 L, 416 hp @ 6600 rpm, 371 ft-lbs. @ 5200 rpm,"$63,600 ",        Yes,        Yes,        No,17
881,Lexus,LS 600h L,2015 LS 600h L Sedan,2015, 19/23 mpg,Sedan, Continuously Variable-speed Automatic, 4 Yr./ 50000 Mi., Hybrid,5,V8, All Wheel Drive, Premium unleaded (required), 5.0 L, 438 hp @ 6400 rpm, 385 ft-lbs. @ 4000 rpm,"$120,440 ",        Yes,        Yes,        Yes,33
882,Lexus,IS 350 C,2014 IS 350 C Convertible,2014, 19/27 mpg,Convertible, 6-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,4,V6, Rear Wheel Drive, Premium unleaded (required), 3.5 L, 306 hp @ 6400 rpm, 277 ft-lbs. @ 4800 rpm,"$47,140 ",        Yes,        Yes,        No,21
883,Lexus,LS 460,2014 LS 460 Sedan,2014, 16/24 mpg,Sedan, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V8, Rear Wheel Drive, Premium unleaded (required), 4.6 L, 386 hp @ 6400 rpm, 367 ft-lbs. @ 4100 rpm,"$72,140 ",        Yes,        Yes,        Yes,17
884,Lexus,LS 460,2015 LS 460 Sedan,2015, 16/24 mpg,Sedan, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V8, Rear Wheel Drive, Premium unleaded (required), 4.6 L, 386 hp @ 6400 rpm, 367 ft-lbs. @ 4100 rpm,"$72,520 ",        Yes,        Yes,        Yes,17
885,Lexus,ES 350,2016 ES 350 Sedan,2016, 21/31 mpg,Sedan, 6-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V6, Front Wheel Drive, Regular unleaded, 3.5 L, 268 hp @ 6200 rpm, 248 ft-lbs. @ 4700 rpm,"$38,000 ",        Yes,        Yes,        No,2
886,Lexus,ES 350,2014 ES 350 Sedan,2014, 21/31 mpg,Sedan, 6-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V6, Front Wheel Drive, Regular unleaded, 3.5 L, 268 hp @ 6200 rpm, 248 ft-lbs. @ 4700 rpm,"$36,620 ",        Yes,        Yes,        No,2
887,Lexus,GS 350,2015 GS 350 Sedan,2015, 19/29 mpg,Sedan, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V6, Rear Wheel Drive, Premium unleaded (required), 3.5 L, 306 hp @ 6400 rpm, 277 ft-lbs. @ 4800 rpm,"$48,600 ",        Yes,        Yes,        No,2
888,Lexus,ES 350,2015 ES 350 Sedan,2015, 21/31 mpg,Sedan, 6-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V6, Front Wheel Drive, Regular unleaded, 3.5 L, 268 hp @ 6200 rpm, 248 ft-lbs. @ 4700 rpm,"$37,700 ",        Yes,        Yes,        No,2
889,Lexus,GS 350,2014 GS 350 Sedan,2014, 19/29 mpg,Sedan, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V6, Rear Wheel Drive, Premium unleaded (required), 3.5 L, 306 hp @ 6400 rpm, 277 ft-lbs. @ 4800 rpm,"$47,700 ",        Yes,        Yes,        No,2
890,Lexus,ES 300h,2016 ES 300h Sedan,2016, 40/39 mpg,Sedan, Continuously Variable-speed Automatic, 4 Yr./ 50000 Mi., Hybrid,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.5 L, 200 hp @ 5700 rpm,Not Available,"$40,920 ",        Yes,        Yes,        No,0
891,Lexus,ES 300h,2015 ES 300h Sedan,2015, 40/39 mpg,Sedan, Continuously Variable-speed Automatic, 4 Yr./ 50000 Mi., Hybrid,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.5 L, 200 hp @ 5700 rpm,Not Available,"$40,580 ",        Yes,        Yes,        No,0
892,Lexus,ES 300h,2014 ES 300h Sedan,2014, 40/39 mpg,Sedan, Continuously Variable-speed Automatic, 4 Yr./ 50000 Mi., Hybrid,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.5 L, 200 hp @ 5700 rpm,Not Available,"$39,500 ",        Yes,        Yes,        No,0
893,Lincoln,Continental,2017 Continental Sedan,2017,Not Available,Sedan,Not Available,Not Available, Gas,Not Available,Not Available, Front Wheel Drive, Regular unleaded,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3
894,Lincoln,MKZ,2014 MKZ Sedan,2014, 22/33 mpg,Sedan, 6-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.0 L, 231 hp @ 5500 rpm, 270 ft-lbs. @ 3000 rpm,"$35,190 ",        Yes,        Yes,        Yes,0
895,Lincoln,MKZ,2016 MKZ Sedan,2016, 22/33 mpg,Sedan, 6-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.0 L, 231 hp @ 5000 rpm, 270 ft-lbs. @ 3000 rpm,"$35,190 ",        Yes,        Yes,        Yes,0
896,Lincoln,MKZ,2015 MKZ Sedan,2015, 22/33 mpg,Sedan, 6-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.0 L, 231 hp @ 5500 rpm, 270 ft-lbs. @ 3000 rpm,"$35,190 ",        Yes,        Yes,        Yes,0
897,Lincoln,Navigator,2016 Navigator SUV,2016, 16/22 mpg,SUV, 6-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,7,V6, Rear Wheel Drive, Regular unleaded, 3.5 L, 365 hp @ 5000 rpm, 420 ft-lbs. @ 2500 rpm,"$63,090 ",        Yes,        Yes,        No,2
898,Lincoln,Navigator,2014 Navigator SUV,2014, 14/20 mpg,SUV, 6-speed Automatic, 4 Yr./ 50000 Mi., Flex-fuel (ffv),7,V8, Rear Wheel Drive, Flex-fuel (FFV), 5.4 L, 310 hp @ 5100 rpm, 365 ft-lbs. @ 3600 rpm,"$56,165 ",        Yes,        Yes,        Yes,17
899,Lincoln,Navigator,2015 Navigator SUV,2015, 16/22 mpg,SUV, 6-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,7,V6, Rear Wheel Drive, Regular unleaded, 3.5 L, 365 hp @ 5000 rpm, 420 ft-lbs. @ 2500 rpm,"$61,480 ",        Yes,        Yes,        Yes,2
900,Lincoln,MKT,2016 MKT Wagon,2016, 17/25 mpg,Wagon, 6-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,7,V6, Front Wheel Drive, Regular unleaded, 3.7 L, 303 hp @ 6500 rpm, 278 ft-lbs. @ 4000 rpm,"$43,370 ",        Yes,        Yes,        Yes,35
901,Lincoln,MKX,2016 MKX SUV,2016, 17/26 mpg,SUV, 6-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V6, Front Wheel Drive, Regular unleaded, 3.7 L, 303 hp @ 6500 rpm, 278 ft-lbs. @ 4000 rpm,"$38,100 ",        Yes,        Yes,        Yes,2
902,Lincoln,MKX,2015 MKX SUV,2015, 18/26 mpg,SUV, 6-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V6, Front Wheel Drive, Regular unleaded, 3.7 L, 305 hp @ 6500 rpm, 280 ft-lbs. @ 4000 rpm,"$38,900 ",        Yes,        Yes,        Yes,2
903,Lincoln,MKS,2016 MKS Sedan,2016, 19/28 mpg,Sedan, 6-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V6, Front Wheel Drive, Regular unleaded, 3.7 L, 350 hp @ 6500 rpm, 280 ft-lbs. @ 4000 rpm,"$39,010 ",        Yes,        Yes,        Yes,2
904,Lincoln,MKC,2016 MKC SUV,2016, 20/29 mpg,SUV, 6-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.0 L, 240 hp @ 5500 rpm, 270 ft-lbs. @ 3000 rpm,"$33,260 ",        Yes,        Yes,        No,0
905,Lincoln,MKC,2015 MKC SUV,2015, 20/29 mpg,SUV, 6-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.0 L, 240 hp @ 5500 rpm, 270 ft-lbs. @ 3000 rpm,"$33,100 ",        Yes,        Yes,        No,0
906,Lincoln,MKS,2015 MKS Sedan,2015, 19/28 mpg,Sedan, 6-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V6, Front Wheel Drive, Regular unleaded, 3.7 L, 305 hp @ 6500 rpm, 280 ft-lbs. @ 4000 rpm,"$38,850 ",        Yes,        Yes,        Yes,2
907,Lincoln,MKX,2014 MKX SUV,2014, 18/26 mpg,SUV, 6-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V6, Front Wheel Drive, Regular unleaded, 3.7 L, 305 hp @ 6500 rpm, 280 ft-lbs. @ 4000 rpm,"$38,575 ",        Yes,        Yes,        Yes,2
908,Lincoln,MKS,2014 MKS Sedan,2014, 19/28 mpg,Sedan, 6-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V6, Front Wheel Drive, Regular unleaded, 3.7 L, 304 hp @ 6500 rpm, 279 ft-lbs. @ 4000 rpm,"$38,850 ",        Yes,        Yes,        Yes,2
909,Lincoln,MKZ,2016 MKZ Hybrid,2016, 41/39 mpg,Sedan, Continuously Variable-speed Automatic, 4 Yr./ 50000 Mi., Hybrid,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.0 L, 188 hp @ 6000 rpm, 129 ft-lbs. @ 4000 rpm,"$35,190 ",        Yes,        Yes,        Yes,0
910,Lincoln,MKZ,2015 MKZ Hybrid,2015, 41/39 mpg,Sedan, Continuously Variable-speed Automatic, 4 Yr./ 50000 Mi., Hybrid,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.0 L, 188 hp @ 6000 rpm, 129 ft-lbs. @ 4000 rpm,"$35,190 ",        Yes,        Yes,        Yes,0
911,Lincoln,MKZ,2014 MKZ Hybrid,2014, 38/37 mpg,Sedan, Continuously Variable-speed Automatic, 4 Yr./ 50000 Mi., Hybrid,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.0 L, 188 hp @ 6000 rpm, 129 ft-lbs. @ 4000 rpm,"$35,190 ",        Yes,        Yes,        Yes,0
912,Lincoln,MKT,2015 MKT Wagon,2015, 17/25 mpg,Wagon, 6-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,7,V6, Front Wheel Drive, Regular unleaded, 3.7 L, 303 hp @ 6500 rpm, 278 ft-lbs. @ 4000 rpm,"$43,210 ",        Yes,        Yes,        Yes,35
